time,flow_anomaly_1_day_max,Seup,Selo,location
1981-01-01T00:00:00Z,0.58525866,0.94475216,0.2279753,Columbia Glaciated
1982-01-01T00:00:00Z,0.57246,0.92676944,0.21741217,Columbia Glaciated
1983-01-01T00:00:00Z,0.22531529,0.5796672,-0.12954356,Columbia Glaciated
1984-01-01T00:00:00Z,-0.2256841,0.13124147,-0.5845999,Columbia Glaciated
1985-01-01T00:00:00Z,-0.50009483,-0.14588587,-0.8552474,Columbia Glaciated
1986-01-01T00:00:00Z,0.06675886,0.42164788,-0.28862506,Columbia Glaciated
1987-01-01T00:00:00Z,-0.31072566,0.044276644,-0.66516656,Columbia Glaciated
1988-01-01T00:00:00Z,-0.7961045,-0.44175032,-1.1508687,Columbia Glaciated
1989-01-01T00:00:00Z,-0.37952346,-0.023758601,-0.7366049,Columbia Glaciated
1990-01-01T00:00:00Z,-0.15730463,0.19686092,-0.5126533,Columbia Glaciated
1991-01-01T00:00:00Z,0.5394392,0.8948804,0.18434556,Columbia Glaciated
1992-01-01T00:00:00Z,-1.0809221,-0.72660637,-1.4357394,Columbia Glaciated
1993-01-01T00:00:00Z,-0.36975202,-0.015255399,-0.72444236,Columbia Glaciated
1994-01-01T00:00:00Z,-0.9978957,-0.6435292,-1.3526646,Columbia Glaciated
1995-01-01T00:00:00Z,-0.010044226,0.3441841,-0.36508608,Columbia Glaciated
1996-01-01T00:00:00Z,2.2474313,2.6078203,1.8897172,Columbia Glaciated
1997-01-01T00:00:00Z,1.4540825,1.8124511,1.0932841,Columbia Glaciated
1998-01-01T00:00:00Z,-0.124807805,0.23028399,-0.48149213,Columbia Glaciated
1999-01-01T00:00:00Z,0.48664638,0.8417391,0.13116258,Columbia Glaciated
2000-01-01T00:00:00Z,-0.39527616,-0.041008197,-0.75079966,Columbia Glaciated
2001-01-01T00:00:00Z,-1.2569438,-0.90272105,-1.6121572,Columbia Glaciated
2002-01-01T00:00:00Z,0.34715632,0.7028771,-0.008205199,Columbia Glaciated
2003-01-01T00:00:00Z,-0.22767852,0.12813711,-0.58288443,Columbia Glaciated
2004-01-01T00:00:00Z,-0.86083996,-0.50577325,-1.2152365,Columbia Glaciated
2005-01-01T00:00:00Z,-0.8453266,-0.4908399,-1.199986,Columbia Glaciated
2006-01-01T00:00:00Z,0.50363153,0.8586581,0.14911662,Columbia Glaciated
2007-01-01T00:00:00Z,0.017427085,0.37354085,-0.33751222,Columbia Glaciated
2008-01-01T00:00:00Z,0.530601,0.88540417,0.175784,Columbia Glaciated
2009-01-01T00:00:00Z,-0.27489907,0.08006603,-0.629888,Columbia Glaciated
2010-01-01T00:00:00Z,-0.63329256,-0.279012,-0.9883335,Columbia Glaciated
2011-01-01T00:00:00Z,0.6052892,0.9596686,0.2501726,Columbia Glaciated
2012-01-01T00:00:00Z,0.4795311,0.83420515,0.12482082,Columbia Glaciated
