time,flow_anomaly_7_day_min,Seup,Selo,location
1981-01-01T00:00:00Z,0.29195213,0.617274,-0.034175035,Columbia Glaciated
1982-01-01T00:00:00Z,0.68713164,1.0127287,0.36156026,Columbia Glaciated
1983-01-01T00:00:00Z,1.387248,1.7148311,1.0620713,Columbia Glaciated
1984-01-01T00:00:00Z,0.80683744,1.1320354,0.48020774,Columbia Glaciated
1985-01-01T00:00:00Z,-0.20393601,0.121069714,-0.5319109,Columbia Glaciated
1986-01-01T00:00:00Z,-0.013338081,0.31256187,-0.33871394,Columbia Glaciated
1987-01-01T00:00:00Z,-0.4688548,-0.14356622,-0.7948485,Columbia Glaciated
1988-01-01T00:00:00Z,-1.0064888,-0.68144816,-1.3331552,Columbia Glaciated
1989-01-01T00:00:00Z,-0.27584967,0.050979644,-0.6009465,Columbia Glaciated
1990-01-01T00:00:00Z,0.17147082,0.49698403,-0.15425393,Columbia Glaciated
1991-01-01T00:00:00Z,0.635249,0.9635647,0.3095647,Columbia Glaciated
1992-01-01T00:00:00Z,-0.45449927,-0.12845439,-0.77992284,Columbia Glaciated
1993-01-01T00:00:00Z,-0.3304301,-0.0052924515,-0.65667605,Columbia Glaciated
1994-01-01T00:00:00Z,-0.96687096,-0.6413565,-1.2925863,Columbia Glaciated
1995-01-01T00:00:00Z,-0.62409645,-0.29900026,-0.9512369,Columbia Glaciated
1996-01-01T00:00:00Z,1.052358,1.3780386,0.726857,Columbia Glaciated
1997-01-01T00:00:00Z,1.1638747,1.4890215,0.8361667,Columbia Glaciated
1998-01-01T00:00:00Z,0.6987816,1.0239766,0.37177655,Columbia Glaciated
1999-01-01T00:00:00Z,0.7672667,1.0929277,0.44130147,Columbia Glaciated
2000-01-01T00:00:00Z,0.83166575,1.1582874,0.50654256,Columbia Glaciated
2001-01-01T00:00:00Z,-0.9609286,-0.6357783,-1.287177,Columbia Glaciated
2002-01-01T00:00:00Z,-0.5211809,-0.1962177,-0.8482955,Columbia Glaciated
2003-01-01T00:00:00Z,-0.8426393,-0.51652056,-1.1679074,Columbia Glaciated
2004-01-01T00:00:00Z,-0.46386233,-0.13845594,-0.789664,Columbia Glaciated
2005-01-01T00:00:00Z,-0.35422248,-0.027108334,-0.67933214,Columbia Glaciated
2006-01-01T00:00:00Z,-0.25480393,0.07280878,-0.57994425,Columbia Glaciated
2007-01-01T00:00:00Z,-0.5211395,-0.19566786,-0.84689015,Columbia Glaciated
2008-01-01T00:00:00Z,0.016825844,0.34267285,-0.30889904,Columbia Glaciated
2009-01-01T00:00:00Z,-0.2170912,0.10840531,-0.5427611,Columbia Glaciated
2010-01-01T00:00:00Z,-0.40677306,-0.08151193,-0.7329003,Columbia Glaciated
2011-01-01T00:00:00Z,0.79036576,1.1158088,0.46442196,Columbia Glaciated
2012-01-01T00:00:00Z,0.23130916,0.55634904,-0.09515166,Columbia Glaciated
2013-01-01T00:00:00Z,0.16087243,0.487124,-0.1645124,Columbia Glaciated
2014-01-01T00:00:00Z,0.10324541,0.42950833,-0.22225796,Columbia Glaciated
2015-01-01T00:00:00Z,-0.58851725,-0.26183143,-0.913695,Columbia Glaciated
2016-01-01T00:00:00Z,-0.50766766,-0.18261419,-0.83442754,Columbia Glaciated
2017-01-01T00:00:00Z,0.012184125,0.3371842,-0.31468418,Columbia Glaciated
2018-01-01T00:00:00Z,0.18499844,0.5131388,-0.14672625,Columbia Glaciated
1981-01-01T00:00:00Z,-0.32701218,-0.059026904,-0.5962671,Columbia Unglaciated
1982-01-01T00:00:00Z,0.4322232,0.700066,0.1629335,Columbia Unglaciated
1983-01-01T00:00:00Z,1.270748,1.5387725,0.9992332,Columbia Unglaciated
1984-01-01T00:00:00Z,1.2690226,1.538039,1.0007554,Columbia Unglaciated
1985-01-01T00:00:00Z,0.278743,0.5465718,0.00931002,Columbia Unglaciated
